userid	username	rating	text
977007839	['Cole C']	5.0	"[""Absolutely Fantastic Story and plot! Tons of action and Drama! A must see movie in theaters and IMax and Dolby Cinemas. Can't wait to see it again and again! Mark Hamill is Awesome and the best Jedi of All time!!! You will see some of the most unique space ships ever in this movie.""]"
977007841	[]	5.0	['It was action packed, emotional, and an awesome move forward for the Star Wars franchise. I loved it!']
977007842	['Shane M']	0.5	"[""Gawd awful mess of a movie. By far the worst Star Wars movie, ever! Feels more like a parody of Star Wars than an addition to the story. Guts a lot of what was done in episode 7. Don't waste your time.""]"
976433173	['William%20 O']	4.5	['I saw this movie on the weekend and afterwards I really had to think about it because I had a lot of mixed feeling. After a lot of thinking I have determined that I really liked this movie. It was very different from the other Star Wars films and made a lot of bold choice in my opinion which I have to give credit for. There were a lot of things that were unexpected that when I really thought about it, it felt like they were really good ideas. All the acting in this film is very good, especially from Mark Hamill and Carrie Fisher. The comedy is usually good and the visuals are of course very good. I really enjoyed the stuff with Rey and Luke. The only part for me that dragged the movie was the subplot with Finn and Rose. The Rose character I did not care for too much. Even though that was the low point it was not terrible. Overall it was a a great Star Wars film that feels fresh and you really have to think about to appreciate it. I would say that I like this one a bit more then The Force Awakens.', '9.3/10']
977007835	['Luke S']	0.5	['They made me drink it!!!!! (o) (o) (o) (o)']
977007828	['Steve L']	1.0	['So much wasted potential. A tolerable movie, but a horrible Star Wars movie.']
977007802	[]	0.5	['Buena pel�cula, en la l�nea de la trilog�a original. Mejor que el episodio 7']
977007814	['Wesley W']	2.0	['It was certainly a new direction for Star Wars, but with an inconsistent plot and overall lack of character development, the story as a whole failed to deliver.']
785354290	['Peter M']	3.5	['Great set up for the final movie in the trilogy. Lots of story progression, but really needed some more light saber scenes.']
977007747	[]	0.5	"[""It completely negates everything Star Wars has built until now. I get it, I get why, but it's depressing to see everything thrown down the toilet. The movie's consensus is that nothing mattered, no one mattered, reset everything. At this point, it might have been better just to remake the whole thing from the start, not shit on the entire lore.""]"
977007739	[]	1.0	"[""What a terrible film, it doesn't follow the clasical science fantasy formula, neither does it have consistent pacing nor immersive storytelling. It's just an action fest with each scene bringing nothing but more cringe and bigger guns...""]"
977007640	['Mason Y']	4.5	"['What may seem initially worrisome on the outside, but in greater depth is wonderful and exciting, ""The Last Jedi"" opts to deviate from primarily focusing on the extensive mystery and broader lore-centering set up in ""The Force Awakens"", to tell a deeply moving character-built story that advances both new and old characters\' story lines in very human ways. The failures of both the immoral, narrow-sighted evil, and the completely idealistic good-the search for identity and meaning in a growing pit of loneliness and isolation, the morality and righteousness of bravery and belief against fear, idleness, selfishness and temptation-the journey from seeking plain revenge and acting out of hate to striving towards a more meaningful and important purpose-learning leadership in the place of foolhardy heroism-struggling to leave behind a worthy successor and capable legacy-and the tragic tale of one attempting to resolve their inner conflict by fully embracing it and drawing on its never-ending pain and misery.', 'The movie is not perfect; several tweaks could have been implemented to achieve an even greater result. But the one we have is moving, thrilling, action packed, emotionally charged, and wonderfully envisioned!']"
813399621	['Private U']	1.5	['This was a huge dissapointed and basically made the Force Awakens completely irrelevant. There was no real Luke-Rey training scenes, Snoke was killed without learning who he is, Luke dies from using the force too much and the majority of the movie is more about a weak Rebellion story, made just to have video game scenes.', 'Most dissapointed I have ever been watching a movie. Disney should be ashamed of themselves for putting this movie out and calling it Episode 8. This movie has completely killed the trilogy and seems to be unfixable at this point.']
975953894	['Movie M']	3.5	"[""I've come to a conclusion. It is impossible to please aging Star War's fans. A new installment is never going to mean as much to you as the originals did when you were ten years old. Accept it. At the screening I attended, kids loved it. Are these new installments perfect? No. And neither was the original trilogy. Blasphemy? Watch them again, critiquing them as you would a new release. They are full of implausible moments and cheesy dialogue too. But they were highly entertaining nonetheless. And so is The Last Jedi. They could have written it a thousand ways. And if I was choosing, I'd have done it differently too. But it's as captivating as any of the original movies, if you can return to your inner child.""]"
977007724	[]	0.5	['What a piece of shit !']
977007713	['Dan%20 H']	0.5	"[""Rubbish...destroying the saga one film at a time. Do yourself a favor and buy the first 3 (unaltered if possible) and forget the rest. I'm done. They won't trick me into paying to see another film in the theaters. Thanks Disney, for finally putting a stake in the heart of my childhood.""]"
977007710	['James G']	0.5	['A travesty of awful film making.']
908205061	['Nestor N']	0.5	"[""Sorely disappointing movie, an entertaining disappointment nonetheless. The Last Jedi does kill the old to start anew, so much that I'm not interested anymore in any new Star Wars Disney may come up with in the future. This franchise is dead to me."", 'Movie should be renamed to ""Start Wars: The Last Disappointment"".']"
977007129	['Omar I']	4.5	['Its funny, with action and a bit of an unwanted mid quest to get the hacker though but all in all it was enjoyable. The new ways of using the force, the way snoke was killed was a bit anti climactic but it showed how arrogance can kill even the most powerful of Sith or Jedi. New ways of using the force, Force Projection too was awesome. I really thought that Luke had joined the fray and was really powerful. Cant wait for the last movie to see where all this building up leads to. I would have given it a 5/5 but the only blemish I see is the long winding and unnecessary trip to get the hacker.']
977007708	['Suneel M']	1.5	"[""Disappointing movie. Doesn't compare to episodes 4 and 5.""]"
977007669	[]	2.0	"[""Hi all. I only registered on this website just to do this review because of how ridiculous the situation is about this movie at the moment. I saw this film yesterday and I am unbiased as I can be and I can tell you that this film and it's director is literally showing the middle finger to SW fans, simple as that. Whilst I enjoyed watching some scenes in this film and special effects/choreography was awesome the plot holes and lore in this film is messed up horrendously. They butchered Luke's character, Leia is like powerful"", ""immortal force user ....(something I missed about her ?), Snoke character build up in Force Awakens is just simply wasted and the whole casino scene is a waste of time because of plot holes which this film is full of .... I'm asking why ? Anyways long story short, I enjoyed some parts whilst absolutely hated the others. this film for me is fifty/fifty which is huge disappointment. Thank you""]"
977007701	[]	5.0	['Awesome, loved this movie!!!!!']
976972879	[]	0.5	"[""The Last Jedi should be titled the Last Stupid Star Wars. Come on all the build up from the Force Awakens wasted like turd. Very inconsistent and disrespectful to the achivements of the original franchise and trilogy. Maybe Marvel Studios and the Star Wars production team collaborated as I swear to Bitch Supreme Snoke the humor mirrors that of Marvel's. God Damn on what you did to Luke too. It's like just throw away Luke's character and make him a bitter , whiny , useless , tit squeezing old fart. Seriously it is absolutely disgusting for him to be portrayed like that. The movie itself is mildly enjoyable with a lot of sub boring plots that is reminiscent of Turdformers that proved to be useless in the end. I left the theaters jaded and damn you Disney for ruining the core characters and your overly feminist bullshit. Nonetheless I still like what you did to Rogue One. I will still watch Episode 9 just to confirm that you really want to ruin Star Wars but I will never patronize your commercialization of Star Wars and dupe me into buying your abominations like the Porgs or Vader plushies. The Last Jedi is poorly written and it seemed as if it was made to troll the fans while introducing a bunch of mutant force users. Send the Sentinels Fox Studios and put them all to Genoshia.""]"
930199741	['Andy R']	1.0	"[""It's really sad what they did to the franchise with this installment. Luke is a sad old quitter. The Empire is now run by sniveling idiots. The big bad guy was easily snuffed out by a Darth Vader cosplayer. the new leader of the resistance got there by disobeying orders and getting 99% of the resistance killed in by scheming against resistance leadership. Wealth envy played a big role. In SW... WEALTH ENVY. Give me a break."", 'Eye-rolling moments: Benicio has a stutter that makes no sense. Finn was going FULL THROTTLE at the laser battering ram and yet Rose was able to turn around and get ahead of him enough to drive him out of the way? Animals with hoofs climbed a cliff face. Alien redneck at a casino. After accelerating at the laser-ram for 20 minutes of screen time, Finn walks back to base dragging rose within 2 minutes. Anything with Poe. Anything with Hux. Anything with Luke.', ""giving it 1 star instead of a half star because at least they didn't try to remove the mysticism of the force with midi-chlorians...""]"
977007258	['Jordan P']	5.0	['Amazing really building the Star Wars saga back to its prime']
977007688	['rob s']	0.5	['If this was a stand along film never seeing any other star wars film i would say it was OK at best . Part of the franchise is just sucked. Does not follow the lore of that universe and there is a lot of plot holes and meaningless story arcs.']
783710207	['Private U']	5.0	"[""The Last Jedi continues the evolving saga of Star Wars, taking us to new locations, and showing us the humanity of heroes and legends we maybe have put too much faith in, while at the same time allowing a new generation of heroes to rise. I know there are lots of criticisms of certain scenes, but Leia's scene is not that out of character for what Force users have done in the past (Death Star trench run, pod racing, etc). I still have questions, and I'm looking forward to the novel to fill in some details. But I think this was a worthy entry into the series. #wearethespark""]"
977006982	['Carlo M']	0.5	"['In my opinion this The Last Jedi fails on many different levels. Let me try to elaborate on this.', '1) IT FAILS AS A MOVIE IN GENERAL.', 'The Last Jedi is fatally plagued by plot holes. Deus Ex Machinas, poor plot choices. The idea of the cat-and-mouse chase between the first order fleet and the rebels is not bad, but it is poorly executed. When watching the rebels slow escape I never felt a sense of impending danger and that caused a sense of detachment from the all situation. A similar plot device was used by Battlestar Galactica (the rebooted season) in a much more convincing way, because there the show manages to convey the threat of the pursuers. Additionally, the whole Casino plotline feels out of place, detached from the story and eventually usesless because it does not add anything to the story. The only thing it achieves is to break the pace pf the chase.', ""The jokes throughout the movie also felt out of place and put there just for their own sake. Seriously, was it neccessary to have the scene with Kylo Ren withouth shirt just to make that silly joke? What's the point of it?"", '2) IT FAILS AS THE SECOND MOVIE OF A TRILOGY', ""I didn't like the lack of originality of the Force Awakens, but that movie managed at least to create some interesting questions. Who are Rey's parents? Who is Snoke? In the Last Jedi the director Rian Johnson takes all these most interesting points and throws them out in the garbage. All the expectations that were built by TFA are just shuttered in TLJ. I feel like this has all been done on purpose by the director, who tried too hard to shock fans. Unfortunately, this is cannot work in a trilogy where you should build on the previous episode rather than making a tabula rasa at all costs. Another example of this is the story of Luke. The whole Force Awakens story revolted around the quest to find Luke Skywalker, because he was hinted to be (both by the rebellion and by the first Order) to be the one who will tilt the fate of the war. After one full movie looking for him, the Last Jedi makes this whole search for Luke totally meaningless. Finding Luke Skywalker didn't advance the story in any way. He didn't leave his planet, basically he didn't train Ray (that cannot be called training), he didn't pass any knowledge to the rebels, he didn't challenge the First Order in any way. If Luke Skywalker was removed from this movie the advancement of the story wouldn't have suffered at all, perhaps the movie would have even be better given the poor portrayal of its character. After watching the Last Jedi I couldn't help but asking myself why Snoke was so worried about Luke Skywalker. The Last Jedi simply took all the key questions and the main plot line of the Force Awakens (search for Luke) and destroyed them mercilessly."", '3) IT FAILS AS A STAR WARS STORY', 'When I went to watch the Last Jedi, I was not only expecting to get some answers for all the questions raised by the Force Awakens. I was also expecting to see rich Star Wars lore be respectfully honored. However, my feeling after the movie is that The Last Jedi has broken Star Wars beyond repair. The most damage was done to the character of Luke Skywalker, once an impulsive but kind person who would not give up even on the worst person, now a shell of a man who is willing to kill his nephew during his sleep. I also would have liked to see a display of his powers, but we never get that either. Not to mention that there is no lightsaber duel, yet another letdown. The fact that Rian Johnson killed Luke makes me think of a kid who would rather break a toy rather than leaving it to another kid (JJ Abrams) to play with.']"
977007665	[]	1.5	"[""Every what should have been serious scene was ruined by a misplaced joke. The writing was terrible, and entire portions of the story are unnecessary due to plot holes and inconsistencies. None of my problems with the movie have anything to do with the universe lore or the direction they took the story, but the writing and overall sloppiness. If this wasn't Star Wars it would have gotten a half star.""]"
973894774	['Josh D']	1.0	"['*SPOILERS* I\'ve always heard about people being upset about a director ""ruining a childhood hero"" but never really experienced it until The Last Jedi. Aside from a few good action sequences this movie was abysmal. Luke Skywalker went from the quintessential hero to a fear driven hermit with no confidence. His backstory with Ben Solo made it even worse. Luke went from the man who never waivered in his belief that Vader could be redeemed to believing Ben Solo was a lost cause before he was even turned. The big mysteries everyone was excited about since VII? ""Who is Snoke?"" ""Who were Rey\'s parents?"" turned out to be ""Who cares?"" and ""Nobody."" Where J.J.\'s movie turned out to be a unimaginative but well-made fond rememberance, Rian\'s movie was a poorly made perversion of Luke Skywalker\'s character. I know Mark Hamill walked back his reservations but I\'m inclined to think he was told to. Possibly the most frustrating thing about this new trilogy is how empty and hollow the victory in Return of the Jedi was. The Rebel Alliance went from a real resistance with resources and massive victories to a small and now destroyed fleet reduced to a pack of survivors crammed into the Falcon. I\'ve said in the past that Ren is a kind of sad sack replacement for Vader but he\'s apparently far more successful at stamping out resistance forces. The professional critics must\'ve seen ""Star Wars"" in the title and gave this a pass but I\'ve seen better movies with a rotten score than this 91% and judging from the audience reception I\'m not alone.']"
977007657	[]	5.0	"[""I don't understand the low rating. I am a longtime Star Wars fan and was not disappointed at all with this movie. I thought the ending was awesome, the characters were awesome. It gets even better with repeated viewings. The soundtrack is amazing. John Williams weaves the old themes with a few new ones masterfully. I have seen it 4 times and will likely see it again while it is still in the theater. Please don't think all star wars fans hate this movie, because this one loves it. My 18 year old son likes it even more than I do!""]"
976453417	['Imraan Z']	1.5	['Cinematography - great, VFX - great, character & plot - HORRENDOUS']
920151326	['Nick K']	1.0	['This was a bad movie, but I think that its biggest failing was that it completely failed to set up anything interesting breadcrumbs or plot points to take up in the next movie.', 'I left the film underwhelmed and without any desire to see what happens to the 20 resistance fighters that are left, emo Ren or ridiculously good-at-everything Rey.']
977007632	[]	0.5	"[""I never leave reviews, but this mo,vie was so bad. Say what you will about the Force Awakens but it set up some cool characters, theory's, and storylines. This movie thru it all out the window and butchered Luke Skywalker. Trash trash trash.""]"
973920387	['Viktor v']	1.5	"[""Really disliked the direction the movie was going to. Still dislike every character in the movie. I really have no Idea how you even feel one thing for Rey. Kylo is not even close to being a villain, he is just a big crybaby. I can't even take him anywhere close seriously.""]"
977007571	[]	0.5	['Conclusion;', 'I feel cheated by Disney and am annoyed I paid for a ticket to see a cinematic icon in Luke Skywalker milk a space sea cow and not fight with a lightsaber. I went four times to see the force awakens as I was hyped up about star wars. The Last Jedi has ruined the franchise for me and I will not be giving Disney another penny unless they somehow remake episode 8.']
973512288	['Tegan P']	0.5	['Worst thing since Force Awakens']
977007607	['Peter T']	1.0	"[""Joined RT just to publish this review. The Last Jedi is the worst SW movie by a longshot. Why? Remove Jar Jar, midichlorians and the annoying kid and Episode I is made fair. Take the awful dialogue out and Episode II is made fair. Episode III is fair on its own. TLJ needs a major overhaul just to hit poor. I've seen it twice now and no doubt the movie has its high visual moments and Mark Hamill's performance is outstanding... but overall a weak story and bad movie. The entire codebreaker storyline (30+ minutes?) was absolutely ridiculous and unnecessary the removal of which would bring the movie in at a tight two hours (in 18 or so hours Finn and Rose are supposed to exit a battlefield, fly to another planet, find a guy with a red rose lapel in a casino they don't know by name (or species?), fly him back, sneak onto a Star Destroyer and deactivate a tracking device? What?! What if the guy isn't in the casino (or on the planet) that day? And the guy they do get isn't even the right guy.. and all of this side show advanced the plot not an iota). This part of the plot was so useless that I don't think I've fully wrapped my mind around the (political) point trying to be made (but yes, make no mistake about it, you are being preached to). We learn nothing about Snoke (and guess we won't find out or even care now). When Leia blew off the ship like an Alien I jumped in my seat.. great scene.. then she Forces her way back to the ship Mary Poppins style? What?! Since when did she have anything other than Force sensitivity? Like so many things it just doesn't follow what we've seen before; but in an illogical way not a creative one. Kylo Ren is a ridiculous character/impetuous child, the Rebellion is (or was) led by Leia, without Leia we get Laura Dern, Finn used to be great but now he has to be saved from his toxic masculinity by Rose and Poe was ok but he mutinies (yes, mutinies) so he has to be reeled in by Leia and Dern then Hux is made out to be an idiot. Han is dead and Luke used to be great but is now broken and then dead (and not nearly as powerful as Rey). Star Wars movies are (little) chick movies now. There is no reason to take your young sons to see this movie.. the lesson being taught is that men need to be told what to do by women, that sacrifice by the female character (Dern) is a noble exercise, by the male character (Finn) futile and violent despite both sacrifices having the same goal. There are several other major criticisms (B DelT and Laura Dern both awful, etc.) The humor is a bit much but would have been ok.. if not for the fact that you get to the end of the movie and realize the story and characters have not been taken seriously.. and in retrospect the humor falls flat... but the most egregious offense? Like killing the lore of Darth Vader with the prequels, today they ruin the beloved Luke Skywalker character with an uncharacteristic attempted assassination of a sleeping child (what?!), an unwillingness to help the cause that ends too late and a death that made absolutely no sense except to [try to] salvage a weak story bringing Luke's post Death Star contribution to the cause to almost nothing except saving Han Solo in VI and 30 or so Rebels now... after all of Force Awakens, he doesn't even get off the planet?! FA that was all about setting up the search for Luke is now a pointless exercise (Rebel's never seem to be any better off after destroying a big weapon) and when you now ask the question if the galaxy overall was better off for the Skywalker family, the answer is now arguably no. Frankly I feel bad for Mark Hamill.. from the initial FA read to now, I get the vibe like he was a fan and was looking for that moment for his character for the fans that never came to pass. I've been a fan for 40 years and remember running to the TV to watch Jeffrey Lyons review Empire and maybe see a minute trailer of Luke confronting Vader; I saw Jedi twice the day it opened and ten or so times that summer.. and on and on and on... Corvette Summer, Leave Yesterday Behind, all of it.. but now, as far as Star Wars goes.. and it pains me to say it... there will be no Solo story, there will be no Episode IX .. I'm on Ahch-to.""]"
824505702	['Dan W']	0.5	"[""Absolutely boring. Didn't have the feel of a Star Wars movie and the dialogue and poor attempts at humor caused my eyes to roll back into my head.""]"
977007569	['Denis K']	0.5	"[""SPOILERS!!! Another movie in the series that is completely unrelated to the spirit of the Universe. Luke's personality is ruined. The amount of plot holes in this one is ridiculous. Kylo is as pathetic as in episode 7. And Snoke's characters is just wasted for no apparent reason but bad writing. Phasma wasted having under 30 seconds of dialogues in the entire movie. The entire movie is either a disrespect to SW fans or an open declaration of war to the wonderful reach universe. How can one ruin such a beautiful idea? How can one just take all the immense potential that the later episodes could have and turn them into an unwatchable crap? The amount of silly jokes that ruin supposed-to-be tense moments in the movie is outrageous.""]"
973343192	['Joey T']	5.0	"[""Star Wars The Last Jedi is the perfect NEW Star Wars movie we deserve. So much new material is given for us to explore in the future. Can't wait. Also, so many great twists and unpredictable moments are in this film that will have anyone pleasantly surprised!""]"
936507185	['James B']	0.5	['good way to keep crapping on the Star Wars lore Disney']
976877570	[]	5.0	"[""Great over all movie, don't decipher or look to much into it. Rian Johnson did a great job bringing all our characters to life. I will watch this again!""]"
975824636	['Dany D']	5.0	['Awesome movie in the spirit of the original trilogy. Excellent performance from Mark Hammil and Carrie Fisher. The Skywalker Saga continue. I really enjoyed it.']
977007549	['Ronnie%20 G']	0.5	"['Luke used to be a good friend, but that before the dark times when RIan Johnson betrayed and murdered the fans. Not just the fans but he also butchered the lore he was not a good friend.', 'Biggest problems', ""1: The suicide bomber / 9/11 2.0 scene which while it looked cool made no sense at all due to this never happening before and raising the question why didn't the rebels just smash ships into star destroyers and the death stars."", '2: Luke Skywalkers character assassination for some reason he goes from not being able to kill Darth Vader because he had some good in him to trying to murder his nephew due to seeing a little darkness in him.', '3: Finn and Rose plot line was wasted, while the acting was fine the script was horrible and made them irrelevant to the overall story.', '4: The quips and jokes that while they work in the Marvel movies were awkward to watch and not really funny and seemed out of place in a star wars movie.']"
929662820	['Dave D']	0.5	"[""If Rian Johnson was a director of any creative note he could have opined that TLJ was the sum of all his compromises and buried under $200M of producers notes, ideological verbiage, tentpole trailer moments and focus group copypasta was the palpating heart of Lucas' original trilogy - but he isn't and it certainly hasn't. It is a stinking pile of incoherent triteness, cack-handed humour, and paper thin caricatures of the original ideas jemmy-barred into a non-plot. It's a confused narrative of losers losing but it's no anti-hero story just a rambling jumble of SW tropes trash compacted together."", 'It treats its legacy with contempt ignorantly spending its rich canonical inheritance like a trust fund brat.', ""Rian Johnson IS a director notable for compliance. It's well known that directors Josh Trank, Phil Lord, Christopher Miller and Colin Trevorrow have all been sacked from their respective Lucasfilm projects and Gareth Edwards was ordered to reshoot Rogue One. Having a director's vision is a sackable offense at Lucasfilm and in The Last Jedi it shows."", ""It is interesting that along with Jaws Star Wars heralded in the age of the producer driven concept film and called last drinks for the director driven films of the 70's. A tidy 40 years later the franchise similarly marks the end game of Hollywood, a former bright shining star is now a bloated over-inflated gaseous red giant, collapsing into its degenerate core."", 'There will be never again a Godfather, Deerhunter, Apocalypse Now, Cabaret, 2001, The Mission, The Killing Fields, Taxi Driver, Clockwork Orange, Blue Velvet or even The English Patient.', 'Why? The Last Jedi is why.']"
977007547	[]	2.5	"[""A film with spectacle. Incredible cinematography. The story they had to tell shouldn't have taken nearly 2 hours. I understand people can become jaded over time, but Luke Skywalker deserved a better sendoff. A proper villain would've been welcome.""]"
977007556	[]	1.5	['Too many plot holes to overlook']
977007553	[]	0.5	"[""A few cool bits can't make up for the sloppy plot.""]"
977007708	['Suneel M']	1.5	"[""Disappointing movie. Doesn't compare to episodes 4 and 5.""]"
977007669	[]	2.0	"[""Hi all. I only registered on this website just to do this review because of how ridiculous the situation is about this movie at the moment. I saw this film yesterday and I am unbiased as I can be and I can tell you that this film and it's director is literally showing the middle finger to SW fans, simple as that. Whilst I enjoyed watching some scenes in this film and special effects/choreography was awesome the plot holes and lore in this film is messed up horrendously. They butchered Luke's character, Leia is like powerful"", ""immortal force user ....(something I missed about her ?), Snoke character build up in Force Awakens is just simply wasted and the whole casino scene is a waste of time because of plot holes which this film is full of .... I'm asking why ? Anyways long story short, I enjoyed some parts whilst absolutely hated the others. this film for me is fifty/fifty which is huge disappointment. Thank you""]"
977007701	[]	5.0	['Awesome, loved this movie!!!!!']
976972879	[]	0.5	"[""The Last Jedi should be titled the Last Stupid Star Wars. Come on all the build up from the Force Awakens wasted like turd. Very inconsistent and disrespectful to the achivements of the original franchise and trilogy. Maybe Marvel Studios and the Star Wars production team collaborated as I swear to Bitch Supreme Snoke the humor mirrors that of Marvel's. God Damn on what you did to Luke too. It's like just throw away Luke's character and make him a bitter , whiny , useless , tit squeezing old fart. Seriously it is absolutely disgusting for him to be portrayed like that. The movie itself is mildly enjoyable with a lot of sub boring plots that is reminiscent of Turdformers that proved to be useless in the end. I left the theaters jaded and damn you Disney for ruining the core characters and your overly feminist bullshit. Nonetheless I still like what you did to Rogue One. I will still watch Episode 9 just to confirm that you really want to ruin Star Wars but I will never patronize your commercialization of Star Wars and dupe me into buying your abominations like the Porgs or Vader plushies. The Last Jedi is poorly written and it seemed as if it was made to troll the fans while introducing a bunch of mutant force users. Send the Sentinels Fox Studios and put them all to Genoshia.""]"
930199741	['Andy R']	1.0	"[""It's really sad what they did to the franchise with this installment. Luke is a sad old quitter. The Empire is now run by sniveling idiots. The big bad guy was easily snuffed out by a Darth Vader cosplayer. the new leader of the resistance got there by disobeying orders and getting 99% of the resistance killed in by scheming against resistance leadership. Wealth envy played a big role. In SW... WEALTH ENVY. Give me a break."", 'Eye-rolling moments: Benicio has a stutter that makes no sense. Finn was going FULL THROTTLE at the laser battering ram and yet Rose was able to turn around and get ahead of him enough to drive him out of the way? Animals with hoofs climbed a cliff face. Alien redneck at a casino. After accelerating at the laser-ram for 20 minutes of screen time, Finn walks back to base dragging rose within 2 minutes. Anything with Poe. Anything with Hux. Anything with Luke.', ""giving it 1 star instead of a half star because at least they didn't try to remove the mysticism of the force with midi-chlorians...""]"
977007258	['Jordan P']	5.0	['Amazing really building the Star Wars saga back to its prime']
977007688	['rob s']	0.5	['If this was a stand along film never seeing any other star wars film i would say it was OK at best . Part of the franchise is just sucked. Does not follow the lore of that universe and there is a lot of plot holes and meaningless story arcs.']
783710207	['Private U']	5.0	"[""The Last Jedi continues the evolving saga of Star Wars, taking us to new locations, and showing us the humanity of heroes and legends we maybe have put too much faith in, while at the same time allowing a new generation of heroes to rise. I know there are lots of criticisms of certain scenes, but Leia's scene is not that out of character for what Force users have done in the past (Death Star trench run, pod racing, etc). I still have questions, and I'm looking forward to the novel to fill in some details. But I think this was a worthy entry into the series. #wearethespark""]"
977006982	['Carlo M']	0.5	"['In my opinion this The Last Jedi fails on many different levels. Let me try to elaborate on this.', '1) IT FAILS AS A MOVIE IN GENERAL.', 'The Last Jedi is fatally plagued by plot holes. Deus Ex Machinas, poor plot choices. The idea of the cat-and-mouse chase between the first order fleet and the rebels is not bad, but it is poorly executed. When watching the rebels slow escape I never felt a sense of impending danger and that caused a sense of detachment from the all situation. A similar plot device was used by Battlestar Galactica (the rebooted season) in a much more convincing way, because there the show manages to convey the threat of the pursuers. Additionally, the whole Casino plotline feels out of place, detached from the story and eventually usesless because it does not add anything to the story. The only thing it achieves is to break the pace pf the chase.', ""The jokes throughout the movie also felt out of place and put there just for their own sake. Seriously, was it neccessary to have the scene with Kylo Ren withouth shirt just to make that silly joke? What's the point of it?"", '2) IT FAILS AS THE SECOND MOVIE OF A TRILOGY', ""I didn't like the lack of originality of the Force Awakens, but that movie managed at least to create some interesting questions. Who are Rey's parents? Who is Snoke? In the Last Jedi the director Rian Johnson takes all these most interesting points and throws them out in the garbage. All the expectations that were built by TFA are just shuttered in TLJ. I feel like this has all been done on purpose by the director, who tried too hard to shock fans. Unfortunately, this is cannot work in a trilogy where you should build on the previous episode rather than making a tabula rasa at all costs. Another example of this is the story of Luke. The whole Force Awakens story revolted around the quest to find Luke Skywalker, because he was hinted to be (both by the rebellion and by the first Order) to be the one who will tilt the fate of the war. After one full movie looking for him, the Last Jedi makes this whole search for Luke totally meaningless. Finding Luke Skywalker didn't advance the story in any way. He didn't leave his planet, basically he didn't train Ray (that cannot be called training), he didn't pass any knowledge to the rebels, he didn't challenge the First Order in any way. If Luke Skywalker was removed from this movie the advancement of the story wouldn't have suffered at all, perhaps the movie would have even be better given the poor portrayal of its character. After watching the Last Jedi I couldn't help but asking myself why Snoke was so worried about Luke Skywalker. The Last Jedi simply took all the key questions and the main plot line of the Force Awakens (search for Luke) and destroyed them mercilessly."", '3) IT FAILS AS A STAR WARS STORY', 'When I went to watch the Last Jedi, I was not only expecting to get some answers for all the questions raised by the Force Awakens. I was also expecting to see rich Star Wars lore be respectfully honored. However, my feeling after the movie is that The Last Jedi has broken Star Wars beyond repair. The most damage was done to the character of Luke Skywalker, once an impulsive but kind person who would not give up even on the worst person, now a shell of a man who is willing to kill his nephew during his sleep. I also would have liked to see a display of his powers, but we never get that either. Not to mention that there is no lightsaber duel, yet another letdown. The fact that Rian Johnson killed Luke makes me think of a kid who would rather break a toy rather than leaving it to another kid (JJ Abrams) to play with.']"
