userid	username	rating	text
977004191	['Wyatt B']	2.0	"['I love Star Wars and I came out of the film wanting to like this movie but in the end I have to admit the movie is bad. You should not come out of a movie like this asking yourself ""did I just like that?"" I have never felt this way about any other Star Wars movie or any of the recent Marvel movies.']"
977004508	['Michael C']	5.0	['Most exciting one yet!']
977004687	['Cyrus L']	0.5	"['The critics consensus is not correct, the reviews are not as high as reported and this movie does NOT honor the legacy of Star Wars. To tell the truth, it makes Star Wars TFA look good.', ""The opening scene, although a bit far fetched, captured the excitement of Star Wars and then I'm not sure what happened for the next hour. I left my seat 3 times during the first 2/3rds of the movie. Each time I came back and asked, 'what did I miss', and the answer each time was... nothing."", 'The characters we were somewhat excited about seemed to have their stories cut, or we just underdeveloped. There was no real sense of exploration or awe and excitement. The scenes that were amazing were devoid of any sense of the excitement they could have brought if they had been developed (the throne room) and they leave you feeling cheated and underwhelmed despite the amazing look and feel of them.', ""A lot of the time, I found myself raising my hands in the air and saying 'what???' not even understanding how some of the scenes or situations came to be. They just sort of happen."", ""The new series even makes the 90's reboot look good. It had way more of a sense of story, at the least."", 'At this point after two bad movies, one building on the negatives of the last and getting progressively worse...I would bet on the fact that there is no saving this franchise at this point. It also proves that with big budgets and beautiful SFX, it can never ever replace someone who loved and cared for the franchise like it was his own child.']"
977005016	[]	0.5	['Where was Luke Skywalker in the movie? Whoever that was on that island was NOT Luke. Horrible movie.']
976151900	['Jon S']	0.5	"['I previously gave The Last Jedi 1 star, but on further reflection I think it deserves the lowest rating possible to hopefully discourage people from seeing this trainwreck. The professional critics who praised this mess are so wrong that I\'m starting to believe the Disney payola conspiracy theories. I mean I guess making an atrociously bad movie and calling it Star Wars was a pretty ""bold"" and ""unexpected"" decision. But that doesn\'t mean it\'s enjoyable. When the best things people can say about a movie are that the visuals are impressive (and they are) and that the cast is superficially diverse (and it is) you\'ve got one of those goddawful Matrix sequels on your hands, not something that warrants gushing comparisons to The Empire Strikes Back. The plot [or lack thereof], insipid characters, pacing, dialogue and ""twists"" in this movie are all horrendous and should insult the intelligence of the 4th graders at whom most of the cringeworthy attempts at humor were aimed.', ""Apparently Kathleen Kennedy and her wretched minions weren't content to just make a dumb, forgettable film. No, for reasons that are unfathomable to any rational person, Kathleen and Rian Johnson felt it necessary to drop trou and take a flaming liquid dump all over the formerly-cherished character now known as Jake Skywalker and the mythos of an iconic franchise. The Force Awakens nullified the original trilogy's story and mishandled classic characters because JJ Abrams is a creatively-bankrupt hack: unfortunate, but not necessarily malicious. In contrast, The Last Jedi is a smirking hipster douchebag's middle finger in the face of anyone who ever had any sort of affinity for Star Wars. Even though I was never more than a casual fan, the smug cynicism on display here is infuriating; especially from a studio marketing this nihilistic pap to the very people who are the unwitting targets of its sneering contempt."", 'Lucasfilm destroyed a beloved franchise, all in the name of ""subverting expectations."" Well, congratulations, my expectations were subverted. I never expected to see a Star Wars movie so snide and off-putting and downright bad that it would retroactively ruin the original trilogy or make me completely indifferent to what might happen next. I never expected to see any move so loathsome that it would make me want to actively discourage complete strangers from watching it or patronizing anything to do with its franchise. Bravo, Lucasfilm, bra-vo.']"
977006288	[]	1.0	"[""As long as you can keep eyes on visuals and FX it's tolerable, but it wasn't for me."", 'The Last Jedi trying too hard to deconstruct Original Trilogy. There is a clear message ""Past must die"", and this message isn\'t only to characters, but to audience.', 'The goal of this deconstruction is to throw away all previous Star Wars, episodes and Expanded Universe production, to cease comparing and complaining, like ""It was in A New Hope already"", or ""Zahn wrote about it and it was better"".', 'While chasing this goal, movie misses in other directions. Abundant plot holes, bad pace and one-dimensional characters made it awful.']"
977005126	[]	5.0	['It was Really really good. Excellent Plot development and use of characters. I am a long time Star Wars fan and I loved it!']
976976947	['Johann B']	0.5	"[""Directors seem to often have to make a trade-off between sticking to the Star Wars canon and lore on one side and creating a new piece of art on the other. Regardless in what order you rate the original 3, they seem to have (mostly) struck the right balance between these two extremes. Arguably Star Wars fan put up with Episodes 1 to 3, because even though they were terrible films, they paid homage to the universe. You felt that you were, even kind of, watching a Star Wars movie. The Force Awakens drew criticism for basically following the same plot as A New Hope. Yet seemed to generally win over fans for mostly striking this balance. However, this film is the Director's massive ego deciding to raise a middle finger to the canon, lore and fans and put out his own 2 hour Star Wars universe interpretation. If you are new to Star Wars you'll like this film. It's a fun SCI-Fi Adventure. If are not new and actually like Star Wars, Prepare to have this guy destroy everything you liked about the originals and include the same crappy CGI we all hated in Episodes 1 to 3. I like the Director's previous work and wanted to like this film. This film had some good and epic scenes no doubt. I'm also not a die-hard fanboy, but as someone that has loved the originals for more than a couple decades now, I can say that this guy just killed it for me. Couldn't care less what happens in the final film.""]"
977005486	['Steve S']	0.5	"[""Terrible, awful, I'm never going to see another one. That was not the Luke Skywalker I know. PC garbage. Awful plot holes, awful humor, awful storytelling. They should be ashamed of themselves.""]"
977007867	['Claire R']	0.5	"[""The acting was great but the story writing was just aweful You know all the questions we had set up from TFA? Yeah, they disregarded all of those all well writing a story with more plot holes than Snokes face. I couldn't be more disappointed in this aweful writing.""]"
882233878	['Kimberly H']	4.0	"[""This movie wasn't what I was expecting, and that isn't necessarily a bad thing. Yes, the whole Finn/Rose subplot felt flat and unnecessary, but I enjoyed virtually everything else about this film. The connection between Rey and Kylo Ren really intrigued me, the fight with Snoke's red guards was a thrill to watch, and while the interaction between Luke and Rey didn't have the epic fairy tale tone of past Star Wars films, it actually felt more real to me. It wasn't just another Wise Mentor teaching an Idealistic Apprentice--it felt like normal people trying to cope with all the wonderful, horrible madness they've been through, and to measure up to people's expectations they aren't sure they can meet. I suppose it's kind of like producing a Star Wars film--expectations are through the roof, and you can't satisfy everyone, so you just do the best you can. I think Rian Johnson did a solid job, and I'll be back for Episode 9.""]"
977006761	['Ryan W']	0.5	"[""I signed up just to write this review. I don't have anything positive to say about this movie. In fact, if I had sat down and attempted to write a Star Wars movie with the intention of doing everything I could to destroy Star Wars, I'm not sure I could be more successful than TLJ. Maybe the people that made this movie actually hate the original trilogy and its characters. I didn't like TFA, so I went into this with low expectations. I still managed to be upset with how bad this movie is. I don't intend to give Disney any more money to see Star Wars in the theater. I think 7 and 8 should be thrown away and start over with Lucas involved in the main story while someone else directs and a team helps with the dialogue and details.""]"
965987898	['Ammon S']	2.0	['Great visuals, massively disappointing. Last Jedi is officially my least favorite of all the films']
907991959	['Kyle R']	0.5	['Filled with plot holes after plot holes, useless bits, unnecessary comedy scenes, poor character usage, and a laundry list of other issues. The writers clearly did this movie a disservice.']
801634079	['Jonathan K']	4.0	['Great fun movie. I understand the difficulty of meeting the expectations of fans concerning iconic characters. However, this movie was fun and enjoyable.']
977003591	[]	1.5	"['Disregarding and ignoring many of the things that made Star Wars what it is, I guess this is what Disney and Rian Johnson meant when they proudly announced that everything would be different and new.', 'Unfortunately ""new"" means ignoring the complete narrative of the previous trilogies, telling us a story that merely happens in a few hours. Instead of giving us an epic space saga that takes place over years, telling the journey of a generation and has a real impact on the galaxy, we get the lamest chase of movie history. In a normal Star Wars episode, the content of this chase would have been told in like 20 minutes and then the movie would have moved on to more important stuff. New spaceships, worlds and a actual new view on the galaxy and the overhaul saga? Nope, we get more of the same old shit just wrapped up. Empi... eh I mean First Order vs. Rebels. I guess we will see X-Wings, Tie-Fighters and Star Destroyers shooting at each other for the next 20 years, because thats it what Disney thinks Star Wars is.', 'Aside from that, Rian Johnson proofed again that he is simply a terrible director. I did not like his movie ""Looper"" at all, and here again he shows a missing sense for pacing and compelling storytelling. The ""story"" is told in an almost agonizing way, never bulding up any real tension, filling it\'s lack of substance and vision with many unforseen ""twists"" to shock the viewer, desperately trying to look more clever than it actually is. Sadly most of this dosen\'t work at all and makes no sense and is in there, just for the sake of it.', ""This is the first Star Wars movie I really, really didn't like at all. I'm not a huge hardcore fan, I have never read any of the books, comics etc. I grew up with the PT and loved that one and I saw the OT like a hundred times and will always love them, even TFA was fine. But this one dosen't feel like Star Wars to me."", 'The movie gets 1 and a half from me, due to good effects and overhaul good actors. I really like the new cast they assembled. Especially Oscar Isaac and Adam Driver are great actors, which makes the movie even worse for me, because he does literally nothing with its potential.', 'My last hope for the franchise is J.J. Abrams who is obviously a superior director and might be able to safe this mess. For the moment the story is just so confusing, un-epic and not like Star Wars at all, that im not sure anyone can really lift things up here.', 'Aside from that, fans might have to be honest to themselves, accepting that the one and only true vision of Star Wars was the one we got from George Lucas. Everything Disney does is just high budget fan-fiction.']"
976972879	[]	0.5	"[""The Last Jedi should be titled the Last Stupid Star Wars. Come on all the build up from the Force Awakens wasted like turd. Very inconsistent and disrespectful to the achivements of the original franchise and trilogy. Maybe Marvel Studios and the Star Wars production team collaborated as I swear to Bitch Supreme Snoke the humor mirrors that of Marvel's. God Damn on what you did to Luke too. It's like just throw away Luke's character and make him a bitter , whiny , useless , tit squeezing old fart. Seriously it is absolutely disgusting for him to be portrayed like that. The movie itself is mildly enjoyable with a lot of sub boring plots that is reminiscent of Turdformers that proved to be useless in the end. I left the theaters jaded and damn you Disney for ruining the core characters and your overly feminist bullshit. Nonetheless I still like what you did to Rogue One. I will still watch Episode 9 just to confirm that you really want to ruin Star Wars but I will never patronize your commercialization of Star Wars and dupe me into buying your abominations like the Porgs or Vader plushies. The Last Jedi is poorly written and it seemed as if it was made to troll the fans while introducing a bunch of mutant force users. Send the Sentinels Fox Studios and put them all to Genoshia.""]"
925186631	['Kevin D']	0.5	['Damnit. I wanted to like it, but this has become a proud franchise sacrificed to naked political signalling. Star Wars is now dead.']
832162460	['Kevin R']	0.5	"['Utter bantha dropping.', 'Green milk.', 'Canon fodder (literally).', '""Subversion"" is the new creative.']"
950668629	['Sejus Z']	5.0	['This movie was great that I seen it twice My brother say this was the best starwars movie']
977005508	[]	0.5	['Worst starwars movie ever']
977005614	['MP P']	4.0	['Two and a have hours of groaning, grimacing, deep soul searching, and blasting....and that was just from the audience. Star Wars: The Last Jedi was a lot of n']
977006991	['Ivan E']	4.5	"[""I loved the movie, but avobe all I loved the parts of Luke Skywalker, but there were things that didn't like me and that we're the conversations between Ben Solo and Ray""]"
977007657	[]	5.0	"[""I don't understand the low rating. I am a longtime Star Wars fan and was not disappointed at all with this movie. I thought the ending was awesome, the characters were awesome. It gets even better with repeated viewings. The soundtrack is amazing. John Williams weaves the old themes with a few new ones masterfully. I have seen it 4 times and will likely see it again while it is still in the theater. Please don't think all star wars fans hate this movie, because this one loves it. My 18 year old son likes it even more than I do!""]"
976023029	['joseph h']	4.0	['Despite an uneven narrative with some downright stupid moments. Strong performances,action sequences and visuals overcome this.']
909031054	['??? ?']	2.5	"[""The baton was passed to the new generation of Star Wars in the most unceremonious way... My hope for the future of this franchise might have faded with the dying of our beloved legends. Their memory forsaken by the clumsy handling of the narrative. The comedy in the film is more indicative to the attitude that director Rian Johnson took to the series, almost as if to blatantly disrespect what came before. I love this film because it's Star Wars, and I vhelmently abhore it because it's Star Wars. I am torn right in the middle.""]"
908124167	['Will R']	2.0	"[""Too politicized, SJW messages, doesn't follow Star Wars at the core of it. Good graphics and nice looking movie but the political under tones and forced gender and ethnic diversity is too much.""]"
831725235	['Christina S']	1.0	['I wanted to like this movie, I did. But poor writing and underdevelopment for many of the characters left me cold. (Not to mention that Mary Poppins scene). What a waste of a franchise that looked to actually be headed in the right direction.']
939648435	['Tristan M']	0.5	['The movie was too long. I like Finn, but all of his scenes seemed to be useless. Also, I cant say anything about luke that hasnt already been said, but who leaves an elaberate map to a place that he went to die, and on top of that why didnt he just kill himself. lastly, everything build up in the force awakens is completely disregarded in this movie.']
914234813	['Andras B']	0.5	['Terrible characters, useless B plots, abandonment of everything that made Star Wars into an epic adventure.']
783710207	['Private U']	5.0	"[""The Last Jedi continues the evolving saga of Star Wars, taking us to new locations, and showing us the humanity of heroes and legends we maybe have put too much faith in, while at the same time allowing a new generation of heroes to rise. I know there are lots of criticisms of certain scenes, but Leia's scene is not that out of character for what Force users have done in the past (Death Star trench run, pod racing, etc). I still have questions, and I'm looking forward to the novel to fill in some details. But I think this was a worthy entry into the series. #wearethespark""]"
976002349	['Owen G']	1.5	"['Despite this being well acted and having a great score, this is riddled with flaws which betray the source material of the original trilogy (and even of the previous installment The Force Awakens) in a myriad of ways. Outside of Rey, every single character in this story has an incredibly flawed character arc. Characters from the original trilogy all act in ways completely inconsistent with the characters the audience know and love. New characters from The Force Awakens have all sorts of convoluted motivations, and end up being very inconsequential to the main plot of the film.', ""On top of this, the biggest mysteries of The Force Awakens (what has happened with Luke, who is Snoke, and who are Rey's parents) are all squandered, and not really explained or explored in any satisfying way."", 'All said and done, this is probably superior to any of the Star Wars prequel films, and the scenes are well executed so I understand why the initial critical reception is so positive. However for the vast majority of through and through star wars fans, this is a huge disappointment. Especially after The Force Awakens which was satisfactory for the most part.']"
908646272	['Stanislav K']	1.0	['maybe next time director will be more interested in CREATING something that will be remembered for next 40 years, rather than DESTROYING everything previous directors created....']
977005048	[]	1.0	['The entire plot is driven by dumb coincidences with little cause and effect. None of the characters had real arcs. The movie ends in the same place it began - nothing actually happens the entire time.']
977006535	[]	1.0	['This movie is terrible. The script is ridiculous, it is so obviously politically correct that it seems a parody of sorts. The acting is incredibly bad; the technology is incoherent. In one seen bombers are used to destroy an Empire ship reminiscent of WW II tactics; does anybody question how do bombs fall in 0 gravity? This movie is an example of what happens when logic, a good script and good acting take second place to special effects and being politically correct. What a piece of junk!!!']
976951573	['Owen Z']	0.5	['I`m anther one who created this account just to contribute to lower the audiece rating of this movie as much as possible, hoping Rian Johnson wont ever be again behind a SW movie. I think he is a good director, but regrettably, he has a blind spot in his mind about basic common sense facts of the Star Wars caligraphy.', 'The critics really fooled me this time, i went to the cinema to see the best Star Wars movie yet, I came out confused, disappointed and mostly sad, now i have no doubt this guys are payed.', 'Miss kathleen Kennedy... Didnt you fire the Han Solo Directors Beacuse they were out of tone with Star Wars? ...then ...WTH Happened here?', 'Quoting Mark Hamill about Luke�s development in Episode VIII... I pretty much fundamentally disagree with every choice Johnson made for this movie.', 'Its disrespectful towards the fans, with the SW canon and discarded everything the Force awakens was building. Nothing against new things, but do it good, besides, totally agree on the fact that pretty much looks like an ending than a middle chapter, no curiosity or interst to see what follows if its going in that direction.', 'Basically, the way Luke throws away the light saber over his shoulder, summarizes the attitude taken by Disney and this director towards the Classic Star Wars culture.', 'Mr JJ Abrams, why did you leave the franchise? Anyway, i have such high hopes in your talent that i really think you can fix this, if you partially walk over what Johnnson did here.', 'Like for ex�mple, I would sugest a big part of the next movie, in the ghost world, with ghosts Siths and the ghosts of all the old traditional Jedis, to at least give them an end in the saga that its up to their significance.']
977005979	['James D']	1.5	['Would rather watch attack of the clones..']
940444029	['Layne C']	0.5	"['Clearly the worst Star Wars film ever!! The story is officially dead. The box office is going to continue to go down for this movie and I would be surprised to see anywhere near the same number of people attend Episode 9. Rian Johnson should never, ever be let near the Star Wars universe again. Oh wait, they just signed him up for a new Star Wars trilogy. Good luck getting anyone to go see that.', ""We now see that the movie critics are worthless. Clearly they have been paid off, blackmailed or both, by Disney. There is no other explanation as to why all of the critics think this is somehow a good movie especially in the context of the Star Wars story and universe. They completely butchered the story. In fact there is no story any more. They completely discarded everything in Episode 7 and left us with nothing to anticipate in Episode 9. I don't have any desire to see Episode 9. I wanted to see Episode 8 to see how the story progressed but Rian Johnson just stomped on everything that I and everyone else wanted to know."", ""To anyone who has not yet seen this movie, don't waste your time. It is THAT bad.""]"
962819905	['Daczter R']	5.0	"['Do yourself a favor, and go watch this movie, ignore the bad reviews and give it a try. Watch it twice and take a moment to see it beyond the action. IMHO, This movie was great, exploring the ""gray"" side of the force is something I been looking foward to since KOTOR. Also going back to a more mystical aspect of the force vs the midichlorians crap was a welcoming change.']"
900263918	['Ritesh K']	3.0	['Very mixed feelings with this one. I felt that something is off about the movie. Last Jedi literally works to dismiss what The Force Awakens established mostly. By the end of this long haul, we are left with very little to look forward to for Episode IX. The movie is beautiful, the cinematography is excellent, the last act of battle is fresh and colorful and entertaining, but the forced humor, plot holes, pacing, story development/character arcs bring down what could have been a great Star Wars movie. The potential was there. Execution is not good enough.']
782489015	['Ivan W']	1.0	['This is the worst starwar movie ever! The fight sucks, the plan suck, and the characters suck! There was no explanation of who the hell is Snoke. The Asian girl and Finn would just pick up some random dude (even they were told to pick up the specific person) to help them save the world. Finn was trying to destroy the cannon and the girl pull him out and said save what you love, but also let everyone die behind her. I was saying WTF the whole time. The light saber fight was hardly a fight, and Snork (supposed to be all powerful) was killed easily (and unknowingly) by a saber three inches away from him (are you freaking serious?). The movie had no depth, no plan, and no acting.']
942669762	['Mickey C']	1.0	['The entire subplot of Finn and Rose is a waste of time. Why Luke Skywalker should die at the end of the movie? Very disappointed.']
977006205	['Henry S']	1.0	['Worst Star Wars yet.']
907827337	['Adrian Q']	0.5	['Awful, completely political motivated film that completely strays from the Star Wars narrative to create a new platform to advance left wing causes. I was extremely disappointed.']
977004033	[]	5.0	"[""This film shatters all expectations for what's possible in a Star Wars film while wielding callbacks and parallelism in a much more deft hand than it's photocopied predecessor."", 'In fact, this installment of the series **contrary to those who seek to shut down this film as sabotage** not only uses callbacks to 4, 5, and 6 better, it seems to strive to use *all* the remaining moments that could have been revisited in order to force the next installment to be entirely ***fresh and new*** (in keeping with its theme of ""let(ting) the past die).', 'Suspense and relief/hope are also expertly wielded by this long-yet-fast-paced behemoth, as audience emotions were certainly taken into consideration in order to create the perfect swells of emotions at the perfect moments. And unlike other films in which I prefer to hold back an emotion if it seems a moment was created too heavy-handedly in order to evoke it, The Last Jedi not only earns the reactions it strives for genuinely, it masterfully refrains from jumping the gun and becoming predictable in the build-up, ensuring the audience reactions are genuine and not demanded of them.', 'I, for one, would like to see Johnson direct- or at least advise- all movies from the series from here on out; a position of power over the universe we all are weary to bestow upon any one man since it was essentially demanded from Lucas, yet I wholeheartedly believe was truly earned by the perfection of this film alone.', 'The only slower and less ""Star-Wars-y"" moments for me- those on the casino planet- were still intriguing and well-paced, and thus do not remove a single star from my review.', ""5/5 stars; I hope to watch it again in theaters, and I don't like paying for tickets!""]"
977007395	['Jovan S']	5.0	['Best star was film ever!']
977005538	[]	5.0	"['I enjoyed the explanations it provided. I liked how Luke was a person and not just a ""Legend"". I especially enjoyed his battle scene.']"
890644968	['Manuel D']	4.0	"['Its been one week since i last saw The Last Jedi and i have a few thoughts to share on it.', ""First: I loved it. But i am still severely conflicted about it. This movie took some risks, and alot of them i did not see coming at all! In fact, once i started to see how risky the writers and director were being, all bets were off. I didn't know where the story was heading and that was scary and refreshing at the same time. I didn't know who would die and who wouldn't. It made me anxious and it's been awhile since a Star Wars movie did that to me. Not counting Rogue One."", '-------------------------SPOILERS---------------------------', '-------------------------------------------------------------------', '-------------------------------------------------------------------', '-------------------------------------------------------------------', ""What i didn't like:"", ""The movie takes place literally right after EP VII, and then the movie proceeds to tell you the story of the next 30hours or so following the end of EP VII. I didn't like this. In terms of story building, the overarching story was very very short. And at times, it did feel a bit 'Empire vs Rebels', which isn't great but it is what it is. This reason and for this reason alone, i removed one star from my review. I would hope that EP IX, takes place much farther in the future which is what i feel like will happen."", ""I didn't like the fact a major OT character died, for this i mean *Spoliers* Luke Skywalker. Granted, he became of Force Ghost and is now one with the Force, so he isn't exactly dead but still gone. I didn't like this, it felt very 'empire' to me where the mentor is only around for a handful of scenes and then dies later."", 'Also, the lack of communication between some characters was stupid. A lot of story could have been shaved, saved, or made better had the new General whose name eludes just told Poe and Finn the plan. I could gather why she didnt but it would have helped.', 'The music, and the visuals were superb and classic as always. The story was solid, and made sense but it felt very short. Not in terms of IRL minutes but in terms of story time.', 'What i did like:', ""The risks it took. Snoke is dead, Kylo is now supreme leader, i didn't see this coming. This is something that would happen in the last arc of this trilogy but no, it happened here. I loved it but im also conflicted about it."", 'The scenes between Kylo and Rey where amazing and Luke was amazing, i understand why he was the he was and i respected him for it.', 'The force itself was interesting in this movie. We never seen communication across planets before, its been hinted but never seen. Same thing goes for Force projection. And then, my favorite, Yoda going Thor and summoning lighting as a freaking Force Ghost. This was amazing, daring, and risky all at once. I loved it!', ""Greatness can come from anywhere, Rey being the daughter of some junkrats makes sense since she is from Jakku (altho who was in the ship from VII?), Those kids on the casino planet WHO CAN USE THE FORCE, is awesome as well. You don't have to be from a historic line of Jedi/Sith to have powers. And i got that message loud and clear. And i loved it."", ""I hope everyone who sees this movie will enjoy it for what it is. Its a new take, and it takes risks not many would, for that i applaud it and for that i will see the next movie. And for those who have their doubts, i would ask to just see it with an open mind. Your theories and wishes may not come true but thats okay. It's a fantastic movie with some faults but it is a great ride and one that leaves you guessing, wondering and hoping for the best in the next Star Wars movie.""]"
977005128	['Amanda%20 T']	0.5	"[""Terrible! It's not enough that social justice losers have destroyed comedy. They've now infected Star Wars with their ridiculous politics and virtue signaling. Shame on you Rian Johnson. Your agenda of tearing down traditions and old characters and replacing them with emasculated betas came through loud and clear.""]"
975988821	['Chuzz B']	1.0	['The acting, visuals and audio were all crafted to perfection. The story, dialogue and direction were abominable, incomprehensible and unforgivable. This movie destroys all credibility within the series and removes any reason to watch the next instalment, other than to see if anything decent can be rescued from this trash fire. The last Jedi actually retrospectively harms the last movie, it was so poorly conceived. A special mention should be made about the professional critics here, who seem to have left their job description at the door.... were you drugged?']
976965233	['Brandon F']	0.5	['Worst Star Wars ever.']
908205061	['Nestor N']	0.5	"[""Sorely disappointing movie, an entertaining disappointment nonetheless. The Last Jedi does kill the old to start anew, so much that I'm not interested anymore in any new Star Wars Disney may come up with in the future. This franchise is dead to me."", 'Movie should be renamed to ""Start Wars: The Last Disappointment"".']"
977004466	['Ryan W']	4.0	"[""This wasn't one for the ages. It's a good family friendly movie to pass the time.""]"
951325160	['Casey T']	0.5	['This movie was terrible and has killed all future star wars movies for me... Rian Johnson is the worst director ever, God I pray Disney never hires him for another project . He should be shot!']
904374359	['Chris B']	2.0	"[""The Leia Mary Poppins scene was comical and very disappointing. I felt the humor was okay, but at times overused. The whole Snoke thing was a waste...he could've been a great character. The ending was very anti-climatic...I got totally excited and than it flipped to complete disappointment. Such a waste of an amazing character. Will the real Luke please come back!"", 'I was so excited for this movie, that excitement is definitely not there for episode 9.']"
977006284	[]	4.0	"[""Excellent characterization and world building. Moves the Star Wars Universe forward in interesting and new directions without sacrificing the spirit of the originals. There are some slight pacing issues but they are in serve of character development so entirely forgivable in my eyes. Throughly enjoyed it and am disappointed we won't be getting another from Rian Johnson""]"
920920970	['Kevin H']	0.5	['Forced diversity and identity politics have no place in Star Wars', 'Hyperspace ramming makes everyone in the previous movies look like retards']
977004706	['Jason%20 R']	5.0	['I absolutely loved this movie. I am as die hard a Star Wars nerd as they come. This was a fresh take on Star Wars that kept me guessing to the very end. There were flaws in this movie, as there is with any movie, but overall it works. I will see this movie many more time and I hope they continue in this direction.']
850301578	['Jennifer M']	5.0	['Best one yet!!!!!!!!']
977004730	['Jake A']	0.5	"[""I'm one of THOSE people who created an account just to vent about how disappointing this movie was. The zero-sum game mentality in terms of deciding which generation should be served is a disgrace. Here's a hint: you can make good movies for both younger AND older folks AT THE SAME TIME; THAT'S WHAT THE STAR WARS TRILOGY DID."", ""Filmmakers: get over yourselves and do some market research before and while you turn these drafts into films. There are so many minor fixes that are easy and obvious if you'd check your egos and ask beforehand. That's what bothers me the most: you could get a team of filmmakers and fans together and work through leading a consensus good final trilogy plan and scripts instead of owning a divisive and, ultimately, forgettable one."", ""As much as I still enjoy Marvel, I'm never intentionally giving Disney any of my money ever again. I may be 40, but I have a buttload of disposable income and I'm still immature in some ways. I'm not even a superfan and I have a Han Solo frozen in carbonite business card case and shower curtain. I have plenty of other places to spend my would-be Star Wars money for the next 40 years until I'm cold and dead, like this franchise."", ""Mark and Luke: your legacy hasn't been tarnished. Keep speaking the truth about these movies. For those, like me, who are from the generations that launched and sustained Star Wars, we know how the Force works: they've struck you down, but our memories will always be more powerful than they could possibly imagine.""]"
919737334	['Matt L']	1.0	['Rian Johnson took one step forward and eight steps back. No progression from the story that JJ built. This will be a solid addition to the Saturday afternoon TNT movie rotation.']
977004694	[]	5.0	['Brilliant film. Would happily pay to watch again, liked the humour and story.']
976243451	['Rodrigo T']	2.5	['I watched too much youtubers and unfortunatelly I agree with most of the revolting ones. Had lots of good things to do and they ruin it.']
801046217	['Tony T']	5.0	"[""Best Star Wars film since Empire Strikes Back, hands down. I saw Star Wars and ESB when they first came out and it was rough to see the series decay, first through the lame Return Of The Jedi and then through the dreadful prequels. The Force Awakens was a step in the right direction but too much a copy of the first film to truly excite me. But with The Last Jedi, my thirty five year wait for another Star Wars movie I could truly respect as a film is finally satisfied. Thank you Rian Johnson, and don't mind the haters. People were thrown by Empire too when it first came out.""]"
